prod_descripcion,prod_codigo,,,,
MANI PEHUAMAR SALADO,7790310004364,,,,
DE TODITO X 107,7790310003930,,,,
ESPUMA,7798047030014,,,,
FELPITA NAVIDAD,7791828000299,,,,
PASEO MINIMARINERA,7792200020287,,,,
VAINILLAS CAPRI,7793450000739,,,,
VARIEDAD DORADA,7622300829544,,,,
VARIEDAD CHOCOLATE,7622300829568,,,,
VARIEDAD ROJA X 600,7622300829520,,,,
SAVORA X 60G,7794000958135,,,,
SAVORA X 200G,7794000958197,,,,
GUAYMALLEN SIMPLE BCO.,77980212,,,,
ESTUCHE FOND DE CAVE,7790240443042,,,,
GEL DOREE EXTRA FUERTE,7794050008798,,,,
LAYS X162,7790310004678,,,,
ESTUCHE ESTIVA 1,7794450092441,,,,
LAYS X 96,7790310003893,,,,
YOGURT VAI. MILKAUT,7794820901199,,,,
BULL DOG MANZANA,7798162584317,,,,
DURACELL AA,7506195153628,,,,
BAGGIO MIX FRUTAL X 200,7790036000602,,,,
PORSALUT LIGHT UNTABLE SANCOR,7790080026030,,,,
POR SALUT TRAD. UNTABLE,7790080026047,,,,
YOGS C/FRUTASC/CEREAL LIGHT,7790080065336,,,,
KESITAS CAJA X 125,7790040173200,,,,
TENTACIONES LEMON PIE,7790040454705,,,,
TENTACIONES MOUSSE CHOCOLATE,7790040948709,,,,
TENTACIONES FRUTILLA,7790040953208,,,,
MARLBORO COMBERTIBLE,77915740,,,,
CAMALEON,7790545012080,,,,
CAMALEON,7791806011460,,,,
CAMALEON,7791806011880,,,,
BIZCOCHITOS EL REY,7798163770054,,,,
DORITOS X 158,7790310004685,,,,
LINA C ALAS,7793620001054,,,,
ALWAYS C/ALAS,7506309837574,,,,
YOGS BOT. X 500 DURAZNO,7790080067682,,,,
YOGS BOT. X 500 FRUT.,7790080067675,,,,
QUILMES NIGHT,7792798008049,,,,
CHUPETIN BEN 10,7790580102357,,,,
DE TODITO X47G,7790310004562,,,,
OREO CHOCOLATE,7622300841508,,,,
OREO CLASICA,7622300833084,,,,
OREO GOLDEN,7622300841485,,,,
CLUB SOCIAL ORIGINAL,7622300834883,,,,
CLUB SOCIAL JAMON,7622300832575,,,,
CLUB SOCIAL PIZZA,7622300832605,,,,
EXPRESS,7622300829742,,,,
TOSTADAS RIERA S/SAL,7790071090415,,,,
FERRERO ROCHER LATA X 15UN,7898024394952,,,,
FERRERO ROCHER CORAZON X8UN,7898024396208,,,,
CADBURY DAIRY MILK,50312610,,,,
BIZCOCHITOS EL REY DE QUESO,7798163770061,,,,
MANTECOL X 400,7791249420874,,,,
NESCAFE DOLCA X 50,7613034132512,,,,
9 DE ORO X100G,7792200000098,,,,
BISCOCHITO JORGITO X90G,7790957000675,,,,
REXONA CRYSTAL,7791293991054,,,,
HUEVO SHOT X 145G.,7622300839383,,,,
HUEVO MILKA COMBINADO,7622300815196,,,,
HUEVO MILKA OREO,7622300815219,,,,
COFLER EXTRA,77932310,,,,
BELDENT MENTA FUERTE,77942388,,,,
BELDENT MENTOL,77942395,,,,
BELDENT MENTA DULCE,77942425,,,,
BELDENT SUAVE,77942418,,,,
BELDENT TURBO,77942401,,,,
HUEVO TOY STORY X 50,7790580102623,,,,
HUEVO ANGRY BIRDS X 100,7790580102616,,,,
HUEVO ANGRY BIRDS X 170,7790580102593,,,,
HUEVO HELLO KITTY X 170,7790580102586,,,,
HUEVO MICKEY VASO,7790580233617,,,,
HUEVO ROCKLETS X 180,7790580452506,,,,
HUEVO HELLO KITTY X 50,7790580102579,,,,
HUEVO COFLER X 55,7790580102562,,,,
HUEVO AGUILA D'OR,7790580765903,,,,
LAYS STAX CHICA,7802000009310,,,,
LAYS STAX CHICA,7802000009273,,,,
LAYS STAX CHICA,7802000009297,,,,
GINEBRA LLAVE,7790163001107,,,,
COFLER ROCKLETS BL,7790580103132,,,,
HULA HULA X 75,7790040102125,,,,
HULA HULA X 38,7790040102132,,,,
KESITOS X 38,7790040102057,,,,
STICKS X 38,7790040102095,,,,
STICKS X 80,7790040385900,,,,
CROSS X 30,7790040386006,,,,
PAPAS CHEDDAR X 36,7790040102156,,,,
SNACKS DE PAPAS BARBACOA X 38,7790040102170,,,,
SNACKS DE PAPAS ORIG. X 38,7790040102118,,,,
SNACKS PAPAS X 70,7790040102101,,,,
SNACKS PAPAS CHEDDAR X 70,7790040102149,,,,
SNACKS PAPAS BARBACOA X 70,7790040102163,,,,
HUEVOS DE PASCUA DOS CORAZONES,7790206034000,,,,
HUEVOS DE PASCUA JACK,7790206035359,,,,
HUEVOS DE PASCUA MARROC,7790206034109,,,,
HUEVOS DE PASCUA PARAGUITAS,7790206034154,,,,
HUEVOS DE PASCUA PITATS,7790206034208,,,,
HUEVO KINDER NENA G/SORP.,7898024395706,,,,
MALVAVISCOS BOB ESPONJA,7798178800012,,,,
PAN DULCE LA CUMBRE,645554006599,,,,
PHILIP MORRIS CAPS X10,77934635,,,,
CHETTOS BOLITAS X 96,7790310005019,,,,
LEV ANANA X600,7798062540376,,,,
LEV NARANJA X 600,7798062540154,,,,
LEV DE POMELO ROSADO X600,7798062541052,,,,
LEV DE POMELO,7798062540130,,,,
BARRITA CINDOR,77942852,,,,
MILKA BLANCO AIREADO X 170,7622300843632,,,,
MERENGUE BLANCO,7798170620014,,,,
CUADERNILLO AMERICA X 40 RAY.T/OF.,7792216653325,,,,
CUADERNILLO MIS APUNTES X 40H.CUAD. T/OF.,7792216001546,,,,
CUADERNILLO AMERICA X 80H.T/OF.,7792216000396,,,,
CUADERNILLO TRIUNFO X 42H. T/CART.,7798152011984,,,,
CITOS C/LECHE,7790580020071,,,,
CITOS C/PASAS X 40G.,7790580100094,,,,
CITOS BONOBON X 40,7790580020064,,,,
CITOS C/MENTA X 40,7790580100087,,,,
MASTICABLE MOGUL,7790580101107,,,,
BUTTER TOFFES COLLECTION,7790580671808,,,,
CHUPETIN SPACE,7790580747219,,,,
HUEVO BARBIE X 100,7790580002602,,,,
PROCENEX LAVANDA,7791130136242,,,,
PROCENEX FLORES/JARDIN,7791130136358,,,,
NESCAFE DOLCA X 100,7613033521188,,,,
NESCAFE DOLCA X 50,7613034399595,,,,
PERFUMINA MR. MUSCULO,7790520007605,,,,
AYUDIN X 2L.,7793253000455,,,,
DETERGENTE ALA ROSA,7791290008571,,,,
AZUCAR LEDESMA,7792540000017,,,,
MILKA BCO. X 70,7622300843656,,,,
BAGGIO X 1500 DURAZNO,7790036002576,,,,
BAGGIO X 1500 MULTIFRUTA,7790036002583,,,,
PIPAS PELADAS,77979889,,,,
DESOD.AMB.GLADE.FLORAL,7790520008091,,,,
YERBA MATE TARAGUI,7790387211139,,,,
LEVITE MANDARINA,7798062541250,,,,
HUEVO FERRERO X 250,7898024396239,,,,
CHOCOLATE TOYS,7790580103880,,,,
PELOTITA C/CHUP.,7790580104856,,,,
PELOTITAS C/PINTURAS MUNDIAL,7790580103989,,,,
HUEVO TOYS MUNDIAL,7790580016753,,,,
ROCKLETS X 20 MUNDIAL,7790580103293,,,,
PELOTA C/CHICLES,7790580024505,,,,
ESTIROMETRO MUNDIAL,7790580104498,,,,
GLADE I LOVE YOU,7790520988416,,,,
CHEETOS ANILLOS,7790310004999,,,,
GALLO DULCE X50,7790070411334,,,,
GALLO SALADOS X50,7790070411341,,,,
OBLEA COFLER 3,7790580103811,,,,
COFLER BOCAD.,77922823,,,,
COFLER BOCAD.,77908070,,,,
COFLER BOCAD.,77908056,,,,
CONITOS JORGIT,413,,,,
LAYS X 36 CHINA,7790310004869,,,,
LAYS X 36 ARGENTINA,7790310004838,,,,
LAYS X 36 ESPANA,7790310004845,,,,
TRIO CHOCOLATINA,7791787001085,,,,
PHILIP MORRIS KRETEK,77940094,,,,
PHILIP MORRIS KRETER CHILL,77940100,,,,
PERFUMINA MR.MUSCULO PINOS,7790520007513,,,,
MILKA LEGER COMB. X 100,7622300800314,,,,
ALFAJOR LA RECOLETA BLANCO,77942920,,,,
JABON PLUSBELLE REVITALIZANTE,7790990586532,,,,
JABON LUX TONO LUMINOSO,7791293019338,,,,
AXE SECO ULTRA FOCUS,7791293149202,,,,
AXE TEMPTATION,7791293995755,,,,
ESTUCHE PATRICHS TERRA,7791293999982,,,,
"ESTUCHE PATRIHS L,UOMO",7791293008912,,,,
ESTUCHE METAL IMPULSE,7791293025513,,,,
PERFUME INFANTIL,7798156552704,,,,
COLONIA ALCANCIA,7798095605448,,,,
REXONA ODORONO,77940704,,,,
QUITAESMALTE DOREE AZUL,7794050005032,,,,
ESTUCHE CIEL AZUL,7791600952044,,,,
JABON ESPADOL,7791130438032,,,,
PETACA PETERS MENTA,7790163070318,,,,
PETACA CUSENIER MENTA,77908278,,,,
PETACA NEW STYLE VODKA,7790121000098,,,,
CAFE SAQUITO X 7G.,7790150080108,,,,
ACONDICIONADOR SEDAL CERAMIDAS,7791293021300,,,,
SHAMPOO SEDAL CERAMIDAS,7791293021409,,,,
ACONDICIONADOR SEDAL BALANCE,7791293021805,,,,
CAMELLITO,7791290784536,,,,
JABON BCO. ALA,7791290785496,,,,
ALA X 800 AZUL,7791290005600,,,,
ALA X 400 CELESTE,7791290005273,,,,
VIVERE CELESTE,7791290008076,,,,
BALLERINA,7791290647176,,,,
ALA X 3KG.CELESTE,7791290010154,,,,
KITTY LLAVERO + CHUP.,7790580102340,,,,
MILKA NUSSINI,7622300821814,,,,
CADBURY TWIRL,7622300845483,,,,
MILKA CAJA X 2,7622300850425,,,,
MILKA LILA GO AVELLANA,7622300844561,,,,
COFLER D/LECHE BCO.,7790580103750,,,,
LINA C/ALAS,7794626004414,,,,
LINA ULTRAFINA,7794626004445,,,,
PROTECTOR KOTEX,7793620002198,,,,
HUGGIES CLASSIC PEQUE.,7794626003738,,,,
HUGGIES CLASIC M,7794626004940,,,,
HUGGIES CLASSIC XG,7794626004964,,,,
HUGGIES CLASSIC XXG,7794626004971,,,,
ALFAJORES SINCULPA CHOC,7798090070333,,,,
ALFAJORES SINCULPA MAICENA,7798090070340,,,,
FELFORT AIR CHOC,7790206520053,,,,
TORO TINTO X 1L.,7790314005879,,,,
SHAMPOO BALANCE X 200,7791293027081,,,,
ACONDICIONADOR BALANCE X 200,7791293027135,,,,
ANTITRANS.  AXE PEACE,7791293023328,,,,
ENERGIZANTE V X 250ML.,7798095171325,,,,
MENTHOPLUS MIEL,77944535,,,,
MENTHOPLUD COFLER,77957702,,,,
SOLITAS OBSEQUIO,7792684001475,,,,
SOLITAS MINIALFAJOR,7792684000782,,,,
YERBA ROSAMONTE,779411001507,,,,
RAID MAX,7790520982100,,,,
LECHE SACHET,7790080032383,,,,
HAMLET X 140,7794612074216,,,,
BULL DOG POLVO CON SABOR,7798176199835,,,,
TULIPAN C/RETARDANTE,7791014001772,,,,
TULIPAN CHOCOLATE,7791014001604,,,,
TULIPAN FRUTILLA,7791014001178,,,,
TULIPAN TACHAS,7791014001093,,,,
CAJA BON O BON,7790580022693,,,,
DOS CORAZONES TURISTA,77944269,,,,
CHOC RAMA TURISTA,77920027,,,,
PAPEL HIGENICO X2 SCOTT,7793620002877,,,,
TOALLAS F KOTEX,7793620002297,,,,
CHOCOLATE FORT X 30,7790206520046,,,,
ALFAJOR ARTESANAL,7798136470028,,,,
PITILLOS,7798177400206,,,,
MOGUL MORAS X 300,7790580314507,,,,
MOGUL CONFITADOS X 300,7790580101121,,,,
TOP LINE CONF. SANDIA,7790580385514,,,,
TOP LINE 7 CONF.FRUT.,7790580102319,,,,
TOP LINE 7 CONF.MENTA,7790580020309,,,,
ADES X 200 MANZ.,7794000791985,,,,
ADES X 200 MANZ+ ANANA,7794000792142,,,,
ADES X 200 NARANJA,7794000791992,,,,
ADES X 1L.DURAZNO,7794000791909,,,,
ADES NARANJA X 1L.,7794000791893,,,,
REXONA ROLLON SENSITIVE,77941909,,,,
AXE TEMPTATION,7791293025001,,,,
DETERGENTE CIF,7791290007284,,,,
SHAMPOO DOVE,77928634,,,,
ACONDICIONADOR DOVE,77928658,,,,
ESTIROMETRO KITTY,7790580103040,,,,
MERENKOA,77908209,,,,
COCO CHOCO,7798133610083,,,,
ALFAJOR CEREAL MIX,7790040002180,,,,
MANTECOL X 63G.,7622300849214,,,,
TODY EXTRA,7790310005095,,,,
BON O BOM POTE,7790580103316,,,,
BON O BON LATA,7790580105433,,,,
BOMBONES SURTIDOS BARILOCHE,7792430608422,,,,
LAYS RESTO X85G,7790310004111,,,,
3D X160,7790310004715,,,,
COFLER ROCKLETS X170G,7790580033606,,,,
MANI PELADO X100G,7790310004395,,,,
CHEETOS QUESO X38G,7790310005002,,,,
BOLS CAFE AL CONAC,7791200000305,,,,
ALFAJOR CACHAFAZ,77990303,,,,
GEL DOREE AZUL,7794050008255,,,,
PAMPERS GRD.,7506309850153,,,,
PAMPERS XG.,7506309850160,,,,
PAMPERS XXG.,7506339326680,,,,
MAGDALENAS POZO C/CHIPS,7790077000722,,,,
MAGDALENAS POZO C/D.LECHE,7790077000746,,,,
MAGDALENAS POZO C/CHOC.,7790077000753,,,,
COFLER AIR X BCO.X 27,7790580103378,,,,
COFLER AIR ALMENDRA X25G,7790580103392,,,,
HELADO KOPA FRUTIILA,7790580396909,,,,
CEPITA TENTACION NARANJA X 300,7790895641794,,,,
CEPITA TENTACION X 300,7790895641541,,,,
COFLER AIER. X 100,7790580103477,,,,
COFLER AIRE. X 100,7790580103453,,,,
COCA COLA X 3L.,7790895006418,,,,
BATERIA 9V,39800013613,,,,
COLON CHARDONNAY,7790168000518,,,,
POWERADE LIMA LIMON,7790895005770,,,,
RAMITAS PEP,7790310004814,,,,
MILKA CRISPIES X 45,7622300848965,,,,
ALFAJOR CEREAL MIX CHOCOLATE,7790040002197,,,,
POCHOCLOS CHETTOS,7790310005026,,,,
MINI ALFAJOR SOLITAS X 160,7792684001673,,,,
MASITAS CAUTIVA,7798188380016,,,,
MASITAS CAUTIVA,7798188380030,,,,
MASITAS CAUTIVA,7798188380023,,,,
CHOCOLATE TAZA PALMESANO,7798052288462,,,,
COFLER AIR.MIXTO X 55,7790580103422,,,,
COFLER AIR.MIXTO X 30,7790580103385,,,,
COFLER AIR  LECHE X 27,7790580103361,,,,
CHOCOLATE MISKY,7790580327910,,,,
CHOCOLATE MISKY,7790580328016,,,,
ALF SIN CULPA CHOCOLATE BLANCO,7798090070371,,,,
HELADO BUTTER TOFFEES,7790580104924,,,,
TORTUGUITA NUTRICEREAL,7790580011185,,,,
TOPLINE ORIGINAL QUASARMINT,7790580104269,,,,
ENSALADA ATUN CALIFORNIA,7793360101250,,,,
ENSALADA ATUN MEXICANA,7793360101267,,,,
ENSALADA ATUN MEDITERRANEA,7793360101274,,,,
ATUN EN TROZOS,7793360215902,,,,
MILKA LECHE,7622300827564,,,,
COFLER ALMENDRAS X 100,7790580103569,,,,
POXILINA,7794122001870,,,,
SER FRUT.Y CHOCOLATE,77943064,,,,
CHUPETE,7798051530050,,,,
DE TODITO X 47,7790310005057,,,,
BISCUITS SMAMS CERAL,7798181510120,,,,
HELADO CINDOR,7790580105792,,,,
RING POP,41116005190,,,,
COCO POP,7798130953633,,,,
BABY DOLL,7792860011627,,,,
COCA COLA X600,7790895006968,,,,
BUDIN SER VAINILLA,7790040449701,,,,
REX TUBO,7790040100336,,,,
CAIPI LATA,7790950131109,,,,
ALMENDRAS AGUILA,7790580427603,,,,
PASAS AGUILA,7790580416805,,,,
AXE BLANCO,7791293029443,,,,
AXE NEGRO,7791293029436,,,,
PAN DULCE CANALE S/FRUTAS,7794910452594,,,,
PAN DULCE CANALE X 700,7794910031539,,,,
CAMALEON,7798166140311,,,,
BUDIN AGUILA BLACK,7790040106826,,,,
BUDIN AGUILA MIX,7790040106833,,,,
WATER POP,7798130954586,,,,
MELENA CHOCOLATE,7798179930053,,,,
CRUNCHIPS,7798126071518,,,,
ESPIRAL FUYI,7790520009555,,,,
SIEMPRE LIBRE ESPECIAL,7790010570343,,,,
ALFAJOR SUCHARD D/LECHE,7622300854102,,,,
TERMA LIMOMADA X 400ML.,7790950129021,,,,
BUDIN NEVARES DELICIA,7798094222851,,,,
CAMALEON,7798166140304,,,,
CAMALEON,7798166140342,,,,
CAMALEON,7798166140854,,,,
CAMALEON,7798166140359,,,,
CAMALEON,7798166140335,,,,
SODA SIERRA DE LOS PADRES,7798065731238,,,,
RAID S/OLOR,7790520009999,,,,
RAID,7790520009661,,,,
POETT ESPIRITU JOVEN,7793253011079,,,,
POETT BEBE,7793253011048,,,,
ESPIRAL RAID CAJA,7790520009562,,,,
HIGIENOL X4,7790250014881,,,,
VELAS GRANDES,7790246000041,,,,
VELAS CHICAS,7796613010972,,,,
POSTRE 3 CREMAS,7790580104948,,,,
CHAMPAGNE NIETO SENETINER BRUT,7793440700939,,,,
CHAMPAGNE SANTA JULIA 187,7791728021080,,,,
CHUPETIN BOOM LOLLIPOP,7798040590102,,,,
CHICLE COWBOY,7790580793814,,,,
MAYONESA HELLMANS X 125,7794000958975,,,,
MAYONESA HELLMANS X 250,7794000958999,,,,
SAVORA SACHET X 250,7794000959767,,,,
PAN DULCE FANTOCHE S/FRUTAS,7791672001985,,,,
PAN DULCE FANTOCHE C/FRUTAS,7791672000636,,,,
ESPUMA REINA MORA,7798064990056,,,,
AROS DE CEBOLLA X 30,7790040107281,,,,
AROS DE CEBOLLA X 70,7790040107298,,,,
KESITOS X 80,7790040102064,,,,
ALGODON ORIANA,7713042196435,,,,
PROTECTOR CALIPSO,7790770001507,,,,
QUITA ESMALTE DOREE,7794050005001,,,,
CITRIC FRUTILLA 250,7798085680417,,,,
JUGO ARCOR MULTIF.,7790580986018,,,,
JUGO ARCOR LIMONADA,7790580985516,,,,
PHILIP MORRIS SOUL,77919021,,,,
ROLLO FELPITA NAVIDAD,7791828000398,,,,
YES PAPEL DE FUMAR,7793677001175,,,,
FRESH X500 MIX FRUTAL,7790036001975,,,,
FRESH X 500 POMELO,7790036001937,,,,
FRESH X 500 MANZANA,7790036001944,,,,
REXONA CRYSTAL,7791293026978,,,,
VOCACION,7790040177307,,,,
VOCACION,894921,,,,
VOCACION,7790040177703,,,,
DR LEMON X 650,7790950128727,,,,
AZUCARADAS C/COCO,7790040536005,,,,
AZUCARADAS MARMOLADAS,7790040535909,,,,
TOPLINE CLEANMINT,7790580104276,,,,
VOCACION X3,7790040177505,,,,
BELDENT INFINIT BERRY,7622300854218,,,,
LUCKY STRIKER DUO,77946096,,,,
OBLEAS ZUPAY LIMON,7790349000252,,,,
MINI CORONITAS,7790369007842,,,,
MINI CORONITAS,7790369007811,,,,
TRIO X 300 PEPONA,7791787000316,,,,
SOLITAS SURTIDAS X 500,7792684000485,,,,
MINI CORONITAS,7790369007835,,,,
PEPAS EDRA X 400,7798048730340,,,,
TEREPIN X300 BATATA,7798054220606,,,,
LEIVA LIGHT X 250,7790412000479,,,,
SOLITAS SANDWICH X 3,7792684000195,,,,
LEIVA S/SAL MARINERAS X 3,7790412000974,,,,
AZUCAR INDEPENDENCIA,779365400023,,,,
TIC TAC,7797394001449,,,,
LACA PARA CABELLO,7791520065503,,,,
KES BUN PIZZA NAPOLITANA,7790310005200,,,,
KES BUN PIZZA/JAMON,7790310005224,,,,
KES BUN PIZZA/FUGAZZETA,7790310005217,,,,
QUESO MENDICRIM,7790080040135,,,,
QUESO MENDICRIN,7790080040142,,,,
LECHE SANCOR DESC,7790080044171,,,,
MINI TOSTADAS RIERA FUGAZZETA,7790071020108,,,,
MINI TOSTADAS RIERA JAMON,7790071000179,,,,
MINI TOSTADAS RIERA QUESO,7790071000162,,,,
MERENGUES DE COLOR,7798170620021,,,,
CUBANITOS,7793013000015,,,,
MINI ALFAJORES FRUTILLA SOLITAS,7792684000621,,,,
OBLEAS NEVARES CHOC,7798094223728,,,,
OBLEAS NEVARES VAINILLA,7798094223742,,,,
GAROTO X200,705395289022,,,,
BOMBON DE FRUTAS,7790580106935,,,,
NESCAFE DOLCA X50,7613034636966,,,,
DURAZNO MYK,7796613014864,,,,
QUAKER C/GRANOLA,7792170000784,,,,
QUAKER C/PASAS,7792170000791,,,,
QUAKER 7 GRANOS,7792170001200,,,,
QUAKER MIEL,7792170001217,,,,
QUAKER SALVADO,7792170001187,,,,
MARINERAS LIGHT C/SEMILLAS,7790412000226,,,,
ROSCA VENECIANA,7791708610747,,,,
VAINILLAS MASSARINI X 225,7792664000019,,,,
TEREPIN X200,7798054220156,,,,
CANONCITOS KOKIS X 500,7795733000184,,,,
SOLITAS SUTIL X 400,7792684001215,,,,
CEREAL C/GRANOLA Y PASAS,7790040531406,,,,
KINDER X 150,7898024396307,,,,
KINDER NENA X 100,7898024396185,,,,
KINDER NENE X 100,7898024396666,,,,
KIT CACERIA,7790580102968,,,,
TORTUGUITA CAJA,7790580682200,,,,
HUEVO BONOBON X 110 MIX,7790580106751,,,,
MASSARINI NARANJA,7792664000979,,,,
MASSARINI LIMON,7792664000962,,,,
OKEBON C/CHIPS CHOC.,7790263110785,,,,
OKEBON FRUTOS ROJOS,7790263119146,,,,
OKEBON BRIOS,7790263110815,,,,
MINI FROLAS,7798048730166,,,,
COFLER X 100 BUTTER TOFFES,7790580107550,,,,
TORTA VENEZIANA C/CHIPS,7791708611799,,,,
LAYS RESTO POLLO X88G.,7790310004098,,,,
LAYS CEBOLLA X 90G.,7790310004159,,,,
DORITOS RULETA X 90,7790310005248,,,,
MASITAS FUN ROSQUITAS,7791672000070,,,,
CANONCITOS X 200,7795733001099,,,,
SOLITAS CHIROLAS,7792684001383,,,,
MAYONESA CADA DIA X125,7791866000565,,,,
3D X 48,7790310005415,,,,
CHETOS 48,7790310005309,,,,
DORITOS 46,7790310005361,,,,
CIGARRITOS X 200 TEMFLOR,7793176000242,,,,
MINI CUPCAKES VAINILLA,7790349000641,,,,
MINI CUPCAKES CHOC,7790349000658,,,,
PALMERAS HOJALMAR,7793450000364,,,,
OBLEAS GALLO,7790070411952,,,,
OBLITA,7793123013950,,,,
COFLER MOUSSE AVELLANAS,7790580106591,,,,
MALTEADAS,7798757750028,,,,
BIZCOCHOS ALEM,7798757750011,,,,
FUN CHISPAS CHOC.,7791672000094,,,,
SOLITAS SUTIL  FRUTOS DEL BOSQUE,7792684000614,,,,
HOJALMAR MATERO,7793450000593,,,,
VAINILLAS SWEET X 225,7792664000054,,,,
STELLA ARTOIS DESCARTABLE,7792798007318,,,,
VODKA PETACA KOVAC,7790163020061,,,,
WHISKI PIONEER X 1L,7790163013018,,,,
AGUILA DOR MOUSSE,7790580040567,,,,
AGUILA DOR AMENDRA,7790580103675,,,,
CHOC TOUS KIDS,7790580005504,,,,
CHOC SAPO PEPE,7790580105495,,,,
DAQUI X 70 C/MANI,7790380042167,,,,
DAQUI X 90 C/ALMENDRAS,7790380040224,,,,
TOKKE X 130 C/LECHE,7790380006350,,,,
TOKKE X 120 C/CEREAL,7790380014836,,,,
TOKKE X 45,7790380022039,,,,
TOYS KIDS,77945754,,,,
TORTUGUITA FRUTILLA,77946157,,,,
COFLER ALMENDRAS X 170,7790580103590,,,,
TIC TAC X 100,7861002901831,,,,
MARLBORO FUSION BLAST,77947550,,,,
ALFAJOR LULEMUU,77905604,,,,
LULEMUU GALLETAS BANADAS,77945501,,,,
ESTUCHE VALMONT,7790975017853,,,,
LICOR BOLS D/LECHE,7791200000268,,,,
MOJITO X 650,7790950131697,,,,
OREO BA,ADA,,,,1
OREO BA,ADA BCO,,,,1
COFLER LECHE X 300,7790580103613,,,,
COFLER ALMENDRAS X 300,7790580103620,,,,
BOMBON SHOT,77944900,,,,
MENTOS FRUIT,78916401,,,,
NEVARES BOCADITO,7798094226330,,,,
AXE FUSION,7791293025810,,,,
PHILIP MORRIS CAPS COMUN,77940711,,,,
MOGUL CONFITADOS BERRIES,7790580106645,,,,
JABON LUX,7791293025995,,,,
PRONTO BITT LATA,7790950130713,,,,
PRONTO SHAKE LATA,7790950130690,,,,
WHISKI GLOUCESTER,7790121000920,,,,
NEW STYLR D/LECHE,7790121000968,,,,
NEW STYLE CHOC.,7790121000951,,,,
LHERITIER X 35,7792860007239,,,,
LHERITIER X 80,7792860007253,,,,
MENTITAS,7798176191297,,,,
KINDER,77946690,,,,
COFLER ROCKLETS X 100,7790580103552,,,,
COFLER X 100,7790580103576,,,,
LECHE DESC. SANCOR,7790080038224,,,,
LECHE EN POLVO SANCOR ENTERA,7790080043846,,,,
YOGS X2 D/LECHE,7790080065237,,,,
YOGS X 2 DURAZ.,7790080065213,,,,
YOGS X 2 VAINILLA,7790080065220,,,,
YOGS X 2 FRUT.,7790080065206,,,,
PILAS AA,39800032874,,,,
DOVE NUTRITIVE ACOND.,7791293027647,,,,
DOVE NUTRITIVE SHAMPOO,7791293027623,,,,
TOALLITAS HUGGIES,7794626003035,,,,
PANUELITOS KLEENEX,7702425546059,,,,
HELLMANS X 125,7794000960022,,,,
SAVORA POMO,7794000959804,,,,
SNACK PICANTO X 30,7790040108226,,,,
SNACK PICANTO PIRI PIRI,7790040108240,,,,
SNACK PICANTO X 70,7790040108219,,,,
SNACKS X 70 PIRI PIRI,7790040108233,,,,
LAYS J/CRUDO X 43G.,7790310005354,,,,
BARRITA DE ARROZ CACHAFAZ,77945730,,,,
BARRA COFLER BANANA SPLIT,77946676,,,,
CERAL MARINERA C/SAL,7794767000481,,,,
CAFE X 125,7790150006108,,,,
PETACA BOLS C/CONAC,7791200004624,,,,
PETACA BOLS MENTA,7791200004686,,,,
PETACA TANGO,7790163018020,,,,
ALFAJOR MILKA MOUSSE X 42G.,7622300759506,,,,
MILKA LEGER CRISPIES,7622300843878,,,,
CHOCOLATE MILKA SWUING X 300,9012200872739,,,,
CHOCOLATA MILKA AVELL. NUGAT,7622200004515,,,,
CHOCOLATE MILKA CARAMELO Y AVELLANAS X 300,7622300134532,,,,
CHOCOLATE D/LECHE X 70,7622300844943,,,,
CHOCOLATE MILKA D/LECHE X 135,7622300846565,,,,
MIRINDA X 2450L,7791813424130,,,,
FANTOCHE TRIPLE NIGHT,7791672000247,,,,
CEPITA MULTIFRUTA X 200,7790895000737,,,,
AQUARIUS X 2250 POMELO,7790895003288,,,,
SPRITE LATA X250,7790895005930,,,,
ADES X 330,7794000792548,,,,
PIPAS GIGANTES,7798044150555,,,,
AGUILA DOR CACAO,7790580103712,,,,
AGUILA DOR PASAS,7790580103699,,,,
ROCKETS X150,7790580107635,,,,
ROCKLETS,7790580109035,,,,
DULCE MEMBRILLO CAJA X 500,7790580504601,,,,
DULCE BATATA C/CHOC.,7790580504809,,,,
DULCE BATATA CAJA X 500,7790580504410,,,,
MASITAS DINOSAURIOS,7790040109032,,,,
OBLEAS TYNN X 50,7793209000171,,,,
OBLEAS TYM X 50,7793209000140,,,,
TRIANGULITOS DELLA DONNA X 150,7793450000647,,,,
HELADO BON O BON,7790580105594,,,,
SLICE FRUTILLA,7790580024901,,,,
MOGUL DUO,7790580104917,,,,
DOBLE COLA X 500,7791913001477,,,,
ADES X 200,7794000792586,,,,
ADES X 200,7794000792579,,,,
TRIO OSKITOS,7791787001108,,,,
CLUB SOCIAL QUESO,7622300832643,,,,
SHAMPOO SEDAL CERAMIDAS X 200,7791293027258,,,,
DOVE A BOLILLA BCO.,78931596,,,,
IMPULSE VERY PINK,7791293016658,,,,
REXONA ACTIVE EMOTION,7791293026831,,,,
AXE ANT. PEACE,7791293025872,,,,
JABON REXONA,7791293024080,,,,
JABON REXONA,7791293024110,,,,
YERBA UNION SUAVE,7790387014129,,,,
CEPITA X 200 DURAZNO,7790895002991,,,,
TIC TAC MENTA INTENSA,78606234,,,,
MOGUL DUO,7790580864910,,,,
MOGUL MICKEY,7790580102821,,,,
MOGUL OSITOS,7905801999137,,,,
MOGUL PARTES CUERPO,7790580101831,,,,
